WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Sobolevo,RU,54.4299,31.8996,35.98,96,100,16.42,overcast clouds
348,Labuhan,ID,-6.8844,112.2051,85.42,66,68,5.77,broken clouds
349,Magdagachi,RU,53.45,125.8,38.37,23,100,11.07,overcast clouds
350,Samarai,PG,-10.6167,150.6667,84.47,73,74,11.83,broken clouds
351,Ugoofaaru,MV,5.6667,73.0,84.45,72,46,11.41,light rain
352,Hamilton,US,39.1834,-84.5333,66.24,86,0,14.97,clear sky
353,Ambovombe,MG,-25.1667,46.0833,81.54,60,7,9.51,clear sky
354,Kantilo,IN,20.35,85.1833,110.89,16,8,4.41,clear sky
355,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,61,0,16.11,clear sky
356,Broken Hill,AU,-31.95,141.4333,75.4,25,0,12.26,clear sky
357,Peniche,PT,39.3558,-9.3811,57.56,93,6,12.8,clear sky
358,Mount Gambier,AU,-37.8333,140.7667,67.14,53,0,6.85,clear sky
359,Qesarya,IL,32.5189,34.9046,63.97,56,5,4.83,clear sky
360,Kovdor,RU,67.5662,30.4758,32.27,73,98,1.86,overcast clouds
361,Kabwe,ZM,-14.4469,28.4464,70.74,70,33,5.75,scattered clouds
362,Yaan,NG,7.3833,8.5667,76.46,82,100,4.54,overcast clouds
363,Shetpe,KZ,44.1667,52.1167,55.69,59,39,16.69,scattered clouds
364,Luderitz,NA,-26.6481,15.1594,63.63,75,36,5.14,scattered clouds
365,Madimba,TZ,-10.4,40.3333,79.27,83,100,6.69,overcast clouds
366,Talcahuano,CL,-36.7167,-73.1167,49.68,71,0,12.66,clear sky
367,Mayo,US,38.8876,-76.5119,61.12,86,0,5.75,clear sky
368,Brodokalmak,RU,55.5748,62.082,56.3,93,100,6.98,overcast clouds
369,Homer,US,59.6425,-151.5483,39.79,66,0,5.01,clear sky
370,Slave Lake,CA,55.2834,-114.769,13.98,57,0,3.44,clear sky
371,Velika Gorica,HR,45.7125,16.0756,57.18,57,0,5.75,clear sky
372,Kalawit,PH,8.0667,122.5167,83.28,71,38,7.81,scattered clouds
373,Tazovskiy,RU,67.4667,78.7,33.44,100,100,7.25,light snow
374,Carlyle,US,38.6103,-89.3726,70.38,76,99,10.0,overcast clouds
375,Saint-Pierre,RE,-21.3393,55.4781,82.29,76,20,27.63,few clouds
376,Janow Lubelski,PL,50.707,22.4104,45.5,53,89,3.65,overcast clouds
377,Maxixe,MZ,-23.8597,35.3472,80.42,83,40,5.75,scattered clouds
378,Dourbali,TD,11.8091,15.8632,91.35,32,40,4.83,scattered clouds
379,Willmar,US,45.1219,-95.0433,46.42,94,75,6.91,broken clouds
380,Katobu,ID,-4.9408,122.5276,84.31,72,100,5.37,overcast clouds
381,Buchanan,LR,5.8808,-10.0467,77.65,89,100,6.98,overcast clouds
382,Wajima,JP,37.4,136.9,59.68,82,75,9.22,broken clouds
383,Yankton,US,42.8711,-97.3973,32.25,74,75,28.77,broken clouds
384,Candido De Abreu,BR,-24.5669,-51.3333,66.47,100,100,1.1,overcast clouds
385,Urengoy,RU,65.9667,78.3667,35.02,100,100,13.15,overcast clouds
386,Lavrentiya,RU,65.5833,-171.0,14.2,88,97,10.71,overcast clouds
387,Beaverlodge,CA,55.2166,-119.4361,9.77,81,59,8.34,broken clouds
388,Bijie,CN,27.3125,105.2942,71.98,43,48,10.69,scattered clouds
389,Nanakuli,US,21.3906,-158.1547,75.15,71,0,5.75,clear sky
390,Batemans Bay,AU,-35.7167,150.1833,67.1,72,2,4.54,clear sky
391,Yanam,IN,16.7333,82.2167,96.94,41,100,9.1,overcast clouds
392,Orizona,BR,-17.0314,-48.2958,66.72,87,22,0.69,few clouds
393,Palu,ID,-0.8917,119.8707,81.79,84,89,3.85,overcast clouds
394,Avera,US,33.194,-82.5271,63.55,84,100,7.47,overcast clouds
395,Porto Belo,BR,-27.1578,-48.5531,70.25,22,100,5.3,overcast clouds
396,Taoudenni,ML,22.6783,-3.9836,78.28,12,0,8.32,clear sky
397,Kenai,US,60.5544,-151.2583,32.14,72,0,0.0,clear sky
398,Salamiyah,SY,35.0113,37.0532,57.83,40,0,11.72,clear sky
399,Biltine,TD,14.5333,20.9167,89.74,8,5,19.62,clear sky
400,Nelson,NZ,-41.2833,173.2833,57.69,100,11,3.0,few clouds
401,Lata,PT,40.1629,-8.3327,50.92,94,8,2.13,clear sky
402,Gweta,BW,-20.1833,25.2333,77.36,43,100,11.81,overcast clouds
403,Portland,US,45.5234,-122.6762,38.61,93,100,8.05,light rain
404,Merrill,US,45.1805,-89.6835,43.59,97,100,12.66,heavy intensity rain
405,Tornio,FI,65.8481,24.1466,32.02,90,100,4.29,overcast clouds
406,Kawalu,ID,-7.3817,108.2082,85.41,57,91,6.78,overcast clouds
407,Trenggalek,ID,-8.05,111.7167,86.65,61,37,6.08,scattered clouds
408,Polyarnyy,RU,69.1989,33.4478,26.56,79,77,4.43,broken clouds
409,Cacapava Do Sul,BR,-30.5122,-53.4914,57.49,99,78,2.91,broken clouds
410,Dalbandin,PK,28.8947,64.4101,89.89,5,0,4.41,clear sky
411,Esmeraldas,BR,-19.7625,-44.3139,70.66,90,95,1.1,overcast clouds
412,Ust-Maya,RU,60.4167,134.5333,30.67,71,96,1.77,overcast clouds
413,Prince Rupert,CA,54.3161,-130.3201,31.6,54,0,8.23,clear sky
414,Leshukonskoye,RU,64.8989,45.7622,34.54,100,100,4.43,light snow
415,Lagoa,PT,39.05,-27.9833,61.52,81,85,26.62,overcast clouds
416,Yuci,CN,37.6803,112.7319,65.95,26,13,8.95,few clouds
417,Bahar,IR,34.9072,48.4414,69.96,11,0,18.41,clear sky
418,Nanortalik,GL,60.1432,-45.2371,31.96,80,100,3.76,overcast clouds
419,Marathon,US,44.9,-89.7668,45.64,93,100,8.05,heavy intensity rain
420,Vestmannaeyjar,IS,63.4427,-20.2734,41.47,78,97,18.39,overcast clouds
421,Watertown,US,42.3709,-71.1828,53.31,67,0,0.0,clear sky
422,Pathein,MM,16.7833,94.7333,95.56,39,6,14.76,clear sky
423,Tokur,RU,53.1333,132.9,25.61,88,100,3.91,light snow
424,Estelle,US,29.8458,-90.1067,75.2,82,75,18.41,broken clouds
425,Rafaela,AR,-31.2503,-61.4867,53.98,54,0,1.01,clear sky
426,Moyale,KE,3.5167,39.0584,77.47,62,43,11.03,scattered clouds
427,Klaksvik,FO,62.2266,-6.589,45.52,88,100,19.53,overcast clouds
428,Minab,IR,27.1467,57.0801,97.12,23,6,2.3,haze
429,Mackay,AU,-21.15,149.2,81.68,68,95,16.62,overcast clouds
430,Marstal,DK,54.8562,10.5173,48.11,81,100,18.92,overcast clouds
431,Yataity Del Norte,PY,-24.8333,-56.35,67.89,99,100,3.15,overcast clouds
432,Malartic,CA,48.1335,-78.1328,28.51,97,100,1.52,overcast clouds
433,Chulumani,BO,-16.4096,-67.5263,64.51,92,78,1.63,broken clouds
434,Karaman,TR,37.0833,33.25,36.46,53,6,13.85,clear sky
435,Sinnamary,GF,5.3833,-52.95,76.62,89,50,12.91,scattered clouds
436,Anadyr,RU,64.75,177.4833,28.9,86,100,15.66,overcast clouds
437,Andenes,NO,69.3143,16.1194,37.92,93,75,10.36,broken clouds
438,Baghdad,IQ,33.3406,44.4009,71.51,28,0,12.66,dust
439,Atambua,ID,-9.1061,124.8925,81.77,71,68,2.95,broken clouds
440,Waspan,NI,14.7419,-83.9717,72.39,96,92,1.95,overcast clouds
441,Mago,RU,53.2514,140.1822,31.71,55,88,5.46,overcast clouds
442,Eslamshahr,IR,35.5605,51.2346,83.28,12,20,13.8,dust
443,Huarmey,PE,-10.0681,-78.1522,66.99,85,26,7.72,scattered clouds
444,Back Mountain,US,41.3359,-75.9963,53.73,81,23,2.1,few clouds
445,Ganzhou,CN,28.8184,115.4327,67.84,73,100,12.08,overcast clouds
446,Powell River,CA,49.8496,-124.5361,41.07,91,100,7.45,overcast clouds
447,College,US,64.8569,-147.8028,32.2,66,75,0.0,broken clouds
448,Port Keats,AU,-14.25,129.55,93.81,47,20,3.11,few clouds
449,Nesbyen,NO,60.5681,9.1027,39.36,80,100,1.34,overcast clouds
450,Kemijarvi,FI,66.7131,27.4306,36.7,69,81,1.95,broken clouds
451,Gambela,ET,8.25,34.5833,82.29,55,98,4.72,overcast clouds
452,Vanimo,PG,-2.6741,141.3028,84.31,69,50,5.93,scattered clouds
453,Andra,RU,62.5147,65.8878,37.47,100,100,6.22,overcast clouds
454,Ormara,PK,25.2088,64.6357,81.23,73,0,10.47,clear sky
455,Artvin,TR,41.1667,41.8333,40.05,81,99,5.59,overcast clouds
456,Davila,PH,18.4726,120.5763,81.66,74,30,4.97,scattered clouds
457,Hambantota,LK,6.1241,81.1185,85.14,68,100,13.24,overcast clouds
458,Iseyin,NG,7.9667,3.6,74.82,80,100,3.11,overcast clouds
459,Bundibugyo,UG,0.7414,30.0417,82.76,47,14,2.98,few clouds
460,Lisakovsk,KZ,52.5369,62.4936,50.79,66,100,8.23,overcast clouds
461,Grindavik,IS,63.8424,-22.4338,40.95,75,0,8.05,clear sky
462,Ossora,RU,59.2353,163.0719,21.69,95,100,8.28,light snow
463,Tashara,RU,55.5195,83.5094,35.02,98,100,7.61,overcast clouds
464,Changji,CN,44.0167,87.3167,66.99,7,0,4.47,clear sky
465,Ketchikan,US,55.3422,-131.6461,39.18,37,0,4.61,clear sky
466,Dali,CN,25.7,100.1833,77.13,33,9,8.68,clear sky
467,Magalia,US,39.8121,-121.5783,39.11,54,99,3.2,overcast clouds
468,Ozinki,RU,51.1786,49.6769,56.39,60,7,21.0,clear sky
469,Samsun,TR,41.25,36.3333,52.0,36,20,9.22,few clouds
470,Caraballeda,VE,10.6112,-66.8522,79.38,81,100,11.3,overcast clouds
471,Hays,US,30.0502,-98.0336,74.16,78,100,5.01,overcast clouds
472,Tindwari,IN,25.6167,80.5333,108.39,10,100,7.52,overcast clouds
473,Luanda,AO,-8.8368,13.2343,77.0,83,75,5.75,broken clouds
474,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,62,0,20.71,clear sky
475,Celestun,MX,20.8667,-90.4,78.67,77,2,16.71,clear sky
476,Tiznit,MA,29.5833,-9.5,53.6,86,100,5.48,overcast clouds
477,Kindu,CD,-2.95,25.95,83.28,62,98,2.98,overcast clouds
478,Oktyabrskiy,RU,54.4815,53.471,47.1,75,94,6.33,overcast clouds
479,Surab,PK,28.4914,66.2585,79.32,8,0,14.05,clear sky
480,Mariental,NA,-24.6333,17.9667,69.85,30,100,4.63,overcast clouds
481,Churapcha,RU,62.0025,132.4325,30.18,76,65,3.74,light snow
482,Pisco,PE,-13.7,-76.2167,62.65,82,6,2.3,clear sky
483,Berlevag,NO,70.8578,29.0864,30.15,80,75,10.36,broken clouds
484,El Progreso,HN,15.4,-87.8,76.75,83,20,0.0,few clouds
485,Dhidhdhoo,MV,6.8833,73.1,84.4,71,58,6.46,broken clouds
486,Baruun-Urt,MN,46.6806,113.2792,40.39,19,100,21.92,overcast clouds
487,Mersing,MY,2.4312,103.8405,84.11,74,40,18.41,thunderstorm with light rain
488,Spearfish,US,44.4908,-103.8594,15.89,73,100,11.01,overcast clouds
489,Champerico,GT,14.3,-91.9167,82.71,70,100,6.22,overcast clouds
490,Pareora,NZ,-44.4871,171.2132,54.18,83,45,5.73,scattered clouds
491,Arlit,NE,18.7369,7.3853,89.64,8,10,9.57,clear sky
492,Sayyan,YE,15.1718,44.3244,69.85,19,2,12.68,clear sky
493,Amahai,ID,-3.3333,128.9167,84.83,67,85,5.55,overcast clouds
494,Maragogi,BR,-9.0122,-35.2225,76.62,84,74,1.61,broken clouds
495,Kijang,KR,35.2442,129.2139,56.93,78,100,21.14,overcast clouds
496,Mitzic,GA,0.7821,11.549,71.91,94,99,3.67,overcast clouds
497,Hailey,US,43.5196,-114.3153,21.06,71,0,7.0,clear sky
498,Kismayo,SO,-0.3582,42.5454,86.23,67,100,9.98,overcast clouds
499,Dryden,CA,49.7833,-92.7503,32.29,59,100,16.11,overcast clouds
500,Hope,US,33.6671,-93.5916,62.65,97,100,11.18,overcast clouds
501,Viedma,AR,-40.8135,-62.9967,52.57,60,8,11.54,clear sky
502,Aitape,PG,-3.1374,142.3475,85.17,62,63,3.31,broken clouds
503,Garowe,SO,8.4054,48.4845,86.22,45,7,6.55,clear sky
504,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,100,9.22,mist
505,Port Blair,IN,11.6667,92.75,87.84,70,40,4.61,scattered clouds
506,Praia,CV,14.9215,-23.5087,68.54,68,40,11.5,scattered clouds
507,Mozarlandia,BR,-14.7447,-50.5706,74.16,72,11,2.71,few clouds
508,Sitka,US,57.0531,-135.33,39.09,28,0,9.22,clear sky
509,Acari,PE,-15.4311,-74.6158,66.56,78,27,3.27,scattered clouds
510,Christchurch,NZ,-43.5333,172.6333,54.95,72,75,6.91,broken clouds
511,Thinadhoo,MV,0.5333,72.9333,84.22,68,30,12.82,scattered clouds
512,Slonim,BY,53.0867,25.3219,45.37,59,2,8.63,clear sky
513,Xam Nua,LA,20.4197,104.0439,95.4,18,0,1.74,clear sky
514,Maralal,KE,1.0968,36.698,72.36,47,18,6.04,few clouds
515,Lobez,PL,53.6392,15.6213,52.68,50,100,13.42,overcast clouds
516,Maumere,ID,-8.6199,122.2111,84.25,70,26,0.69,scattered clouds
517,Gamboula,CF,4.1178,15.1393,74.62,82,79,3.02,broken clouds
518,General Pico,AR,-35.6566,-63.7568,46.47,51,0,7.61,clear sky
519,Guantanamo,CU,20.1444,-75.2092,72.97,87,12,4.34,few clouds
520,Naze,JP,28.3667,129.4833,72.52,82,38,9.57,scattered clouds
521,Redwater,US,33.3582,-94.2544,62.89,90,100,10.89,overcast clouds
522,Kloulklubed,PW,7.0419,134.2556,82.9,80,87,19.64,overcast clouds
523,Eureka,US,40.8021,-124.1637,45.21,85,100,3.0,overcast clouds
524,Vestmanna,FO,62.1564,-7.1664,43.72,70,100,2.3,overcast clouds
525,Sheksna,RU,59.21,38.5107,35.56,99,100,7.92,overcast clouds
526,Bilma,NE,18.6853,12.9164,89.01,8,6,8.79,clear sky
527,Dukat,RU,62.55,155.55,6.49,91,100,6.91,overcast clouds
528,Hami,CN,42.8,93.45,63.79,5,83,9.8,broken clouds
529,Kichera,RU,55.9375,110.0997,35.35,64,35,0.6,scattered clouds
530,Swedru,GH,5.5371,-0.6998,75.65,84,100,1.95,light rain
531,Udachnyy,RU,66.4167,112.4,26.46,38,100,16.15,overcast clouds
532,Deloraine,AU,-41.5333,146.6667,65.19,71,10,4.12,clear sky
533,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.02,98,99,2.48,overcast clouds
534,Adolfo Lopez Mateos,MX,28.4667,-107.3,51.93,42,0,21.65,clear sky
535,Novikovo,RU,51.1537,37.8879,58.06,64,100,17.36,overcast clouds
536,Soma,TR,39.1855,27.6094,50.95,45,0,6.13,clear sky
537,Yining,CN,29.0361,114.5636,65.52,82,100,5.3,overcast clouds
538,Hirado,JP,33.3597,129.5531,59.4,87,100,26.8,overcast clouds
539,Laiyang,CN,36.9758,120.7136,59.41,28,100,11.92,overcast clouds
540,Galesong,ID,-5.3166,119.3661,89.62,65,74,8.41,broken clouds
541,Bintulu,MY,3.1667,113.0333,82.81,83,40,10.36,thunderstorm
542,Travesia,HN,15.8667,-87.9,77.29,89,100,7.87,overcast clouds
543,Mazagao,BR,-0.115,-51.2894,77.05,97,98,3.04,overcast clouds
544,Suba,PH,10.8438,121.0102,81.61,76,100,7.81,overcast clouds
545,Guane,CU,22.2025,-84.0875,68.18,83,4,8.21,clear sky
546,Zyryanovsk,KZ,49.7386,84.2719,35.4,100,97,0.81,overcast clouds
547,Sambava,MG,-14.2667,50.1667,81.84,67,45,10.78,scattered clouds
548,Inhambane,MZ,-23.865,35.3833,80.58,83,40,5.75,scattered clouds
549,Pemberton,CA,50.3164,-122.8027,32.83,92,100,3.27,light snow
550,Santa Ana,US,33.7456,-117.8678,60.6,24,0,10.36,clear sky
551,Iwanai,JP,42.9744,140.5089,43.63,75,100,6.29,overcast clouds
552,Yamada,JP,39.4667,141.95,50.61,88,98,9.89,overcast clouds
553,Henties Bay,NA,-22.116,14.2845,64.83,73,8,7.56,clear sky
554,Wanaka,NZ,-44.7,169.15,51.12,76,0,0.87,clear sky
555,Neka,IR,36.6508,53.299,62.11,63,100,16.11,overcast clouds
556,Sakhnovshchyna,UA,49.1517,35.872,43.95,95,100,13.58,overcast clouds
557,Lakes Entrance,AU,-37.8811,147.981,60.78,77,0,4.32,clear sky
558,Ponta Delgada,PT,37.7333,-25.6667,61.52,88,40,16.11,scattered clouds
559,Vostok,RU,46.4856,135.8833,35.65,73,100,9.62,overcast clouds
560,Pushkinskiye Gory,RU,57.0209,28.9103,44.2,58,12,6.02,few clouds
561,Kalmar,SE,56.6616,16.3616,40.96,87,0,8.01,clear sky
562,Rock Sound,BS,24.9,-76.2,75.45,63,5,20.15,clear sky
563,Torres,BR,-29.3353,-49.7269,70.83,90,100,6.29,overcast clouds
564,Bereda,ES,43.2686,-7.5406,51.15,100,100,3.29,overcast clouds
565,Rio Gallegos,AR,-51.6226,-69.2181,41.05,75,20,13.8,few clouds
566,Turtas,RU,58.9417,69.1325,46.62,72,100,8.7,overcast clouds
567,Mabaruma,GY,8.2,-59.7833,71.65,94,9,2.04,clear sky
568,Karasjok,NO,69.4719,25.5112,24.06,84,30,2.44,scattered clouds
569,Ahuimanu,US,21.4447,-157.8378,74.91,78,75,9.22,broken clouds
570,Inirida,CO,3.8653,-67.9239,73.54,96,47,1.14,scattered clouds
571,Riyadh,SA,24.6877,46.7219,86.14,13,72,6.53,broken clouds
572,Atherton,GB,53.5237,-2.4935,52.29,93,100,1.01,overcast clouds
573,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.98,84,54,1.16,broken clouds
574,Concordia,AR,-31.393,-58.0209,54.41,67,0,7.05,clear sky
575,Belaya Gora,RU,68.5333,146.4167,13.5,87,100,5.17,overcast clouds
576,Qianan,CN,44.9932,124.0581,56.34,13,100,4.27,overcast clouds
577,Kincardine,GB,56.0667,-3.7167,46.56,96,100,4.99,overcast clouds
578,Vikhorevka,RU,56.1201,101.1636,40.59,53,59,5.19,broken clouds
579,Gondanglegi,ID,-7.7479,112.0132,89.53,54,11,4.21,few clouds
580,The Pas,CA,53.8251,-101.2541,17.62,67,100,12.66,overcast clouds
581,Clyde River,CA,70.4692,-68.5914,-12.77,84,0,5.75,clear sky
582,Conakry,GN,9.538,-13.6773,78.87,78,75,6.91,broken clouds
583,Nome,US,64.5011,-165.4064,37.47,65,100,9.22,overcast clouds
584,Santa Cruz,BO,-17.8,-63.1667,74.66,100,75,8.05,broken clouds
585,Pascagoula,US,30.3658,-88.5561,71.65,94,40,17.27,scattered clouds
586,Morondava,MG,-20.2833,44.2833,83.7,57,0,3.22,clear sky
587,Cacoal,BR,-11.4386,-61.4472,72.07,97,65,2.01,broken clouds
588,Port Hedland,AU,-20.3167,118.5667,100.45,17,0,10.36,clear sky
589,Barda,AZ,40.3744,47.1267,60.08,33,0,12.59,clear sky
590,Namioka,JP,40.7072,140.5894,48.9,100,75,9.22,fog
591,Onitsha,NG,6.1454,6.7885,74.59,92,100,3.76,overcast clouds
592,Rio Cuarto,AR,-33.1307,-64.3499,47.32,52,21,3.65,few clouds
593,Haines Junction,CA,60.7522,-137.5108,12.15,57,5,2.3,clear sky
594,Rocha,UY,-34.4833,-54.3333,57.49,61,100,3.87,overcast clouds
595,Shingu,JP,33.7333,135.9833,75.2,67,13,9.06,few clouds
596,Solnechnyy,RU,50.7214,136.6319,31.21,71,99,5.68,overcast clouds
597,Zhuanghe,CN,39.7008,122.9911,59.49,28,100,10.31,overcast clouds
598,Manicore,BR,-5.8092,-61.3003,73.85,97,100,2.08,overcast clouds
599,Tocopilla,CL,-22.092,-70.1979,62.64,73,36,4.41,scattered clouds
600,Palauig,PH,15.435,119.9045,83.59,70,95,6.8,overcast clouds
601,Green River,US,41.5286,-109.4662,21.18,83,43,13.0,scattered clouds
602,Lunca Ilvei,RO,47.3667,24.9833,41.86,66,9,4.92,clear sky
603,Zhanakorgan,KZ,43.9098,67.2495,76.35,24,0,9.08,clear sky
604,Collie,AU,-33.3667,116.15,74.93,29,0,7.25,clear sky
605,Kaili,ID,-3.4626,120.2147,76.59,81,100,2.35,overcast clouds
606,Hauterive,FR,46.0901,3.4459,50.76,58,39,2.77,scattered clouds
607,Caravelas,BR,-17.7125,-39.2481,73.31,92,23,2.46,few clouds
608,Shimoda,JP,34.6667,138.95,74.1,84,100,9.57,overcast clouds
609,Srednekolymsk,RU,67.45,153.6833,13.66,84,6,5.39,clear sky
610,Luwuk,ID,-0.9516,122.7875,87.48,62,97,0.45,overcast clouds
611,Kabale,UG,-1.2486,29.9899,70.38,60,35,5.03,scattered clouds
612,Constitucion,CL,-35.3333,-72.4167,52.18,50,0,7.87,clear sky
613,Hargeysa,SO,9.56,44.065,82.08,37,2,16.49,clear sky
614,Izvor,MK,42.2039,21.5783,47.71,54,5,4.07,clear sky
615,Imeni Poliny Osipenko,RU,52.4201,136.4853,31.8,74,100,5.91,overcast clouds
616,Port Lincoln,AU,-34.7333,135.8667,69.31,57,90,12.12,overcast clouds
617,Katherine,AU,-14.4667,132.2667,97.12,38,40,14.97,scattered clouds
618,North Bend,US,43.4065,-124.2243,42.08,98,100,17.11,overcast clouds
619,Waingapu,ID,-9.6567,120.2641,85.08,71,91,7.72,overcast clouds
620,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.86,99,48,7.65,scattered clouds
621,Illapel,CL,-31.6308,-71.1653,60.67,54,26,1.81,scattered clouds
622,Pyaozerskiy,RU,65.8333,31.1667,32.02,91,38,1.86,scattered clouds
623,Nizhniy Kuranakh,RU,58.8353,125.4869,32.27,58,100,3.31,overcast clouds
624,Mastic Beach,US,40.7668,-72.8521,50.99,77,0,1.99,clear sky
625,Dilla,ET,6.41,38.31,76.28,51,70,4.65,broken clouds
626,Nago,JP,26.5881,127.9761,79.65,80,54,8.84,broken clouds
627,Zonguldak,TR,41.25,31.8333,43.65,63,100,6.89,overcast clouds
628,Duncan,US,34.5023,-97.9578,69.69,68,0,12.66,clear sky
629,Bud,US,39.447,-86.1758,67.68,88,100,16.98,overcast clouds
630,Kroya,ID,-7.6331,109.2461,85.5,64,47,10.09,scattered clouds
631,Evensk,RU,61.95,159.2333,24.8,78,100,9.42,overcast clouds
632,Libertador General San Martin,AR,-23.8064,-64.7876,65.97,99,99,1.3,overcast clouds
633,Cordoba,AR,-31.4135,-64.1811,56.25,97,0,5.75,clear sky
634,Byron Bay,AU,-28.65,153.6167,65.71,79,100,10.63,light rain
635,Waw,SS,7.7029,27.9953,91.08,39,78,5.17,broken clouds
636,La Palma,US,33.8464,-118.0467,61.07,21,0,16.11,clear sky
637,Phonhong,LA,18.5007,102.4166,100.2,27,0,3.53,clear sky
638,Urusha,RU,54.05,122.9,36.95,27,100,9.48,overcast clouds
639,Gboko,NG,7.3179,8.9951,77.11,78,100,7.07,overcast clouds
640,Santa Ines,BR,-3.6667,-45.38,72.5,99,99,0.98,moderate rain
641,Peleduy,RU,59.6289,112.7406,38.62,54,100,7.07,overcast clouds
642,Coahuayana,MX,18.7333,-103.6833,72.36,81,100,2.44,overcast clouds
643,Tamandare,BR,-8.7597,-35.1047,76.55,84,47,1.54,scattered clouds
644,Tarrafal,CV,15.2833,-23.7667,68.79,76,81,13.76,broken clouds
645,Naranjal,EC,-2.6667,-79.6167,73.78,94,86,0.09,light rain
646,Kitimat,CA,54.0524,-128.6534,32.38,46,8,6.67,clear sky
647,Mundi,IN,22.0667,76.5,103.53,10,12,7.65,few clouds
648,Opuwo,NA,-18.0607,13.84,69.04,62,1,7.94,clear sky
649,Visby,SE,57.6409,18.296,38.82,87,0,5.75,clear sky
650,Guerrero Negro,MX,27.9769,-114.0611,58.01,71,0,17.34,clear sky
651,Baykit,RU,61.67,96.37,33.71,94,100,9.78,light snow
652,Dubrovka,RU,53.6907,33.5071,36.97,95,100,15.95,overcast clouds
653,Maarianhamina,AX,60.0973,19.9348,39.06,81,0,4.61,clear sky
654,Ukiah,US,39.1502,-123.2078,40.96,85,100,0.0,overcast clouds
655,Manzanillo,CU,20.3433,-77.1167,73.22,84,0,11.77,clear sky
656,Belyy Yar,RU,53.6039,91.3903,41.86,34,0,8.95,clear sky
657,Brookhaven,US,31.5791,-90.4407,71.26,95,100,10.76,overcast clouds
658,Mugur-Aksy,RU,50.35,90.5,32.11,39,20,12.15,few clouds
659,Baryshivka,UA,50.361,31.3217,39.15,90,100,16.96,overcast clouds
660,Bayburt,TR,40.2589,40.2278,27.16,83,100,5.5,light snow
661,Carauari,BR,-4.8828,-66.8958,72.46,98,85,1.16,overcast clouds
662,Gualaquiza,EC,-3.4,-78.55,60.6,97,78,1.41,broken clouds
663,Nyurba,RU,63.2842,118.3319,32.31,87,100,7.4,light snow
664,Joshimath,IN,30.5667,79.5667,75.43,31,36,9.31,scattered clouds
665,Aksarka,RU,66.5606,67.7975,34.81,100,100,6.67,overcast clouds
666,Beringovskiy,RU,63.05,179.3167,26.02,97,100,16.8,snow
667,Yenagoa,NG,4.9247,6.2642,74.95,95,100,4.99,light rain
668,Canutama,BR,-6.5339,-64.3831,73.2,97,100,1.86,moderate rain
669,Camiri,BO,-20.05,-63.5167,66.99,99,100,3.47,overcast clouds
670,Pangoa,PE,-12.1167,-73.0,69.17,99,100,1.81,overcast clouds
671,Jiexiu,CN,37.0244,111.9125,68.99,6,48,9.26,scattered clouds
672,Darhan,MN,49.4867,105.9228,32.79,69,100,16.37,overcast clouds
673,Lodja,CD,-3.4833,23.4333,81.12,68,20,2.19,few clouds
674,Medvedevo,RU,56.6339,47.804,42.04,94,100,4.32,overcast clouds
675,Aswan,EG,24.0934,32.907,77.5,20,0,11.72,clear sky
676,Libourne,FR,44.9167,-0.25,55.9,91,100,5.99,overcast clouds
677,Bakchar,RU,57.0186,82.0711,43.47,78,35,4.23,scattered clouds
678,Kachiry,KZ,53.0675,76.1036,56.39,36,0,16.96,clear sky
679,Catalina,US,32.5056,-110.9211,54.97,12,0,3.33,clear sky
680,Kruisfontein,ZA,-34.0033,24.7314,72.5,48,2,4.54,clear sky
681,Zabid,YE,14.1951,43.3152,95.68,27,0,7.18,clear sky
682,Lasa,IT,46.6166,10.7002,45.7,85,100,1.34,overcast clouds
683,Arroio Do Meio,BR,-29.4011,-51.945,70.32,93,100,3.65,overcast clouds
684,Arroio Do Meio,BR,-29.4011,-51.945,70.32,93,100,3.65,overcast clouds
