WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
598,Arcachon,FR,44.5875,-1.0519,55.72,100,99,1.14,fog
599,Berdigestyakh,RU,62.0989,126.6992,32.27,93,100,8.34,light snow
600,Adre,TD,13.4667,22.2,81.41,11,23,16.35,few clouds
601,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.66,95,5,3.44,moderate rain
602,Saint-Pierre,RE,-21.3393,55.4781,82.29,75,20,10.36,few clouds
603,Kutum,SD,14.2,24.6667,77.11,12,12,13.67,few clouds
604,Katobu,ID,-4.9408,122.5276,83.64,69,100,3.0,overcast clouds
605,Kenai,US,60.5544,-151.2583,39.29,76,0,4.61,clear sky
606,Inta,RU,66.0317,60.1659,36.07,99,95,3.11,overcast clouds
607,Okha,RU,53.5739,142.9478,30.27,64,43,12.39,scattered clouds
608,Port Keats,AU,-14.25,129.55,89.29,61,34,8.08,scattered clouds
609,Ixtapa,MX,20.7,-105.2,74.23,87,82,2.8,broken clouds
610,Vetluga,RU,57.8557,45.781,36.55,85,100,9.66,overcast clouds
611,North Platte,US,41.1239,-100.7654,28.29,43,0,16.11,clear sky
612,Freeport,US,40.6576,-73.5832,62.96,76,0,13.8,clear sky
613,Verkhnyaya Sinyachikha,RU,57.976,61.6673,52.29,73,54,3.87,broken clouds
614,Vagur,FO,61.4732,-6.8119,43.61,84,47,20.38,scattered clouds
615,Wewak,PG,-3.5534,143.6268,85.44,69,85,8.75,overcast clouds
616,Belyy Yar,RU,53.6039,91.3903,46.85,20,0,13.42,clear sky
617,San Policarpo,PH,12.1791,125.5072,81.84,77,74,9.37,broken clouds
618,Agadir,MA,30.4202,-9.5982,55.85,69,1,1.74,clear sky
619,Raga,SS,8.4596,25.678,85.06,47,87,3.53,overcast clouds
620,Aswan,EG,24.0934,32.907,67.3,30,0,6.91,clear sky
621,Coos Bay,US,43.3665,-124.2179,43.0,94,100,4.61,overcast clouds
622,Leon Valley,US,29.4952,-98.6186,71.49,25,0,8.05,clear sky
623,Chabahar,IR,25.2919,60.643,85.6,57,31,8.88,scattered clouds
624,Filadelfia,US,39.9523,-75.1638,71.96,67,75,9.22,broken clouds
625,Praya,CV,14.9215,-23.5087,68.54,73,20,13.8,few clouds
626,Cap-Aux-Meules,CA,47.3821,-61.8597,32.02,93,14,5.75,few clouds
627,Mulchen,CL,-37.7167,-72.2333,46.0,68,0,3.51,clear sky
628,Luganville,VU,-15.5333,167.1667,81.5,79,47,7.29,scattered clouds
629,Aripuana,BR,-9.1667,-60.6333,74.17,96,94,0.2,overcast clouds
630,Sobolevo,RU,54.4299,31.8996,40.12,79,49,7.94,scattered clouds
631,Kuopio,FI,62.8924,27.677,31.95,80,0,1.14,clear sky
632,Fort-Shevchenko,KZ,44.5086,50.263,49.95,71,96,12.39,overcast clouds
633,Ponta Delgada,PT,37.7333,-25.6667,54.32,82,20,3.44,few clouds
634,Westerland,DE,54.9079,8.3033,47.01,100,40,9.22,scattered clouds
635,Kimbe,PG,-5.5502,150.1429,85.77,68,92,2.8,overcast clouds
636,Natal,BR,-5.795,-35.2094,77.22,94,40,4.61,light rain
637,Mahanoro,MG,-19.9,48.8,77.77,82,53,2.13,moderate rain
638,Emba,KZ,48.8264,58.1442,68.07,42,80,24.76,broken clouds
639,Labelle,US,26.7617,-81.4384,71.98,86,62,6.58,broken clouds
640,Walvis Bay,NA,-22.9575,14.5053,56.08,86,4,3.27,clear sky
641,Saint Anthony,US,45.0205,-93.218,32.94,59,75,11.5,broken clouds
642,Santa Isabel,BR,-23.3156,-46.2214,69.1,98,87,2.8,overcast clouds
643,Minab,IR,27.1467,57.0801,93.52,20,25,0.0,haze
644,Pullman,US,46.7313,-117.1796,34.23,92,100,3.44,mist
645,Shirokiy,RU,49.758,129.523,39.85,33,17,11.95,few clouds
646,Dubti,ET,11.7361,41.0853,89.65,32,22,5.21,few clouds
647,Leningradskiy,RU,69.3833,178.4167,9.0,92,97,14.2,overcast clouds
648,Yulara,AU,-25.2406,130.9889,96.64,14,21,5.75,few clouds
649,Chara,RU,56.9064,118.2631,30.78,74,100,5.99,overcast clouds
650,Keti Bandar,PK,24.1447,67.4497,85.71,59,0,15.7,clear sky
651,Savinka,RU,50.0785,47.0994,44.62,73,92,16.4,overcast clouds
652,Chamba,IN,32.5667,76.1333,83.1,23,67,5.86,broken clouds
653,Jumla,NP,29.2747,82.1838,67.6,20,11,4.72,few clouds
654,Banda Aceh,ID,5.5577,95.3222,86.65,65,97,8.88,overcast clouds
655,Okato,NZ,-39.2,173.8833,61.92,66,0,8.3,clear sky
656,Zhaoyuan,CN,37.3592,120.3964,58.96,33,100,10.56,overcast clouds
657,Maldonado,UY,-34.6667,-54.9167,47.59,68,0,5.06,clear sky
658,Reftinskiy,RU,57.0901,61.6769,48.63,82,69,5.1,broken clouds
659,Edson,CA,53.5835,-116.4356,21.34,49,0,3.44,clear sky
660,Howard Springs,AU,-12.497,131.047,91.98,69,58,3.56,broken clouds
661,Tari,NG,12.4086,4.4914,83.73,51,59,8.95,broken clouds
662,Ivankiv,UA,50.9386,29.8943,43.57,70,29,11.86,scattered clouds
663,Omboue,GA,-1.5746,9.2618,76.75,92,100,3.0,overcast clouds
664,Price,US,39.5994,-110.8107,29.12,50,0,6.91,clear sky
665,Salinopolis,BR,-0.6136,-47.3561,78.6,87,97,8.05,overcast clouds
666,Quatre Cocos,MU,-20.2078,57.7625,82.09,80,51,19.46,light rain
667,Bira,RU,49.0,132.4667,39.9,36,91,11.45,overcast clouds
668,Svetlogorsk,BY,52.6333,29.7333,42.67,71,34,8.63,scattered clouds
669,Zyryanka,RU,65.75,150.85,14.95,78,100,13.49,overcast clouds
670,Methala,IN,10.2166,76.2166,82.4,64,98,5.14,light rain
671,Port-Gentil,GA,-0.7193,8.7815,76.96,100,20,3.44,few clouds
672,Harbour Breton,CA,47.4833,-55.7983,35.13,80,99,10.54,overcast clouds
673,Khash,IR,28.2211,61.2158,82.08,6,44,4.25,scattered clouds
674,Wexford,IE,52.3342,-6.4575,51.22,94,98,7.85,overcast clouds
675,Iquique,CL,-20.2208,-70.1431,60.84,77,35,3.04,scattered clouds
676,Riohacha,CO,11.5444,-72.9072,77.79,78,20,12.57,few clouds
677,Uyemskiy,RU,64.4743,40.8524,32.05,80,20,6.71,few clouds
678,Izhma,RU,65.0083,53.9113,34.27,86,100,13.06,overcast clouds
679,Eureka,US,40.8021,-124.1637,48.36,83,100,8.28,overcast clouds
680,Moisakula,EE,58.0922,25.1864,41.34,67,98,3.56,overcast clouds
681,Batsfjord,NO,70.6345,29.7185,31.93,68,80,5.75,broken clouds
682,Constitucion,CL,-35.3333,-72.4167,55.36,51,0,4.61,clear sky
683,Sawtell,AU,-30.3833,153.1,69.82,68,40,12.66,light rain
684,High Rock,BS,26.6208,-78.2833,75.22,74,96,18.12,overcast clouds
685,Oyem,GA,1.5995,11.5793,67.46,99,100,3.4,light rain
686,Kibaya,TZ,-5.3,36.5667,61.05,89,91,3.11,overcast clouds
687,Eirunepe,BR,-6.6603,-69.8736,72.52,99,95,1.48,overcast clouds
688,Anadyr,RU,64.75,177.4833,27.1,92,40,31.32,light snow
689,Durban,ZA,-29.8579,31.0292,70.02,86,0,4.0,clear sky
690,Gedo,ET,9.0167,37.45,64.38,52,74,5.14,broken clouds
691,Olafsvik,IS,64.8945,-23.7142,41.34,90,100,19.8,overcast clouds
692,Kilrush,IE,52.6397,-9.4833,51.55,90,100,9.64,light rain
693,Jinchang,CN,38.4953,102.1739,58.8,16,100,8.37,overcast clouds
694,Chak Azam Sahu,PK,30.75,73.0333,100.74,13,1,5.19,clear sky
695,Abha,SA,18.2164,42.5053,71.42,26,0,0.0,clear sky
696,Kalakamati,BW,-20.5929,27.3121,70.92,59,99,7.45,overcast clouds
697,Vung Tau,VN,10.346,107.0843,85.89,67,94,9.75,overcast clouds
698,Agapovka,RU,53.2973,59.1348,43.81,64,49,13.15,scattered clouds
699,Skerries,IE,53.5828,-6.1083,49.28,89,94,2.91,overcast clouds
700,Berlevag,NO,70.8578,29.0864,31.95,64,20,8.05,few clouds
701,Dunmore Town,BS,25.5,-76.65,75.4,77,89,19.26,overcast clouds
702,Lahij,YE,13.1667,44.5833,87.67,26,1,6.71,clear sky
703,Rio Grande,BR,-32.035,-52.0986,61.07,69,27,11.99,scattered clouds
704,Rio Grande,BR,-32.035,-52.0986,61.07,69,27,11.99,scattered clouds
